name,qid,filename,file_page,author,license,source,image_url,_saved_path
David Raya,Q19665907,RC Lens - Arsenal FC (03-10-2023) 21 (cropped).jpg,https://commons.wikimedia.org/wiki/File:RC Lens - Arsenal FC (03-10-2023) 21 (cropped).jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Supporterh%C3%A9ninois&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Supporterhéninois (page does not exist)"">Supporterhéninois</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/RC%20Lens%20-%20Arsenal%20FC%20%2803-10-2023%29%2021%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/RC Lens - Arsenal FC (03-10-2023) 21 (cropped).jpg
Eberechi Eze,Q28445512,Qpr2018eberechieeze001.jpg,https://commons.wikimedia.org/wiki/File:Qpr2018eberechieeze001.jpg,"<a href=""https://en.wikipedia.org/wiki/User:Jrppezza"" class=""extiw"" title=""en:User:Jrppezza"">Jrppezza</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Qpr2018eberechieeze001.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Qpr2018eberechieeze001.jpg
Kepa Arrizabalaga,Q3195361,Kepa Arrizabalaga 2021 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Kepa Arrizabalaga 2021 (cropped).jpg,Vyacheslav Evdokimov,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Kepa%20Arrizabalaga%202021%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Kepa Arrizabalaga 2021 (cropped).jpg
Viktor Gyökeres,Q47075606,Viktor Gyökeres 2018.jpg,https://commons.wikimedia.org/wiki/File:Viktor Gyökeres 2018.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/37972999@N07"">James Boyes</a> from UK",CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Viktor%20Gy%C3%B6keres%202018.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Viktor Gyökeres 2018.jpg
Christian Nørgaard,Q5109980,Christian Nørgaard 2 -HSV.jpg,https://commons.wikimedia.org/wiki/File:Christian Nørgaard 2 -HSV.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Fremdeles&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Fremdeles (page does not exist)"">Britta Zimmermann</a>",CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Christian%20N%C3%B8rgaard%202%20-HSV.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Christian Nørgaard 2 -HSV.jpg
Leandro Trossard,Q6509762,Leandro Trossard warming-up Nations League 2021 Italy.jpg,https://commons.wikimedia.org/wiki/File:Leandro Trossard warming-up Nations League 2021 Italy.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Wackotaku&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Wackotaku (page does not exist)"">Wackotaku</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Leandro%20Trossard%20warming-up%20Nations%20League%202021%20Italy.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Leandro Trossard warming-up Nations League 2021 Italy.jpg
Noni Madueke,Q66801705,Fulham v Chelsea 20042025 (7) (Noni Madueke).jpg,https://commons.wikimedia.org/wiki/File:Fulham v Chelsea 20042025 (7) (Noni Madueke).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Fulham%20v%20Chelsea%2020042025%20%287%29%20%28Noni%20Madueke%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Fulham v Chelsea 20042025 (7) (Noni Madueke).jpg
Mikel Merino,Q17612631,1 mikel merino arsenal 2025 (cropped).jpg,https://commons.wikimedia.org/wiki/File:1 mikel merino arsenal 2025 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Chensiyuan"" title=""User:Chensiyuan"">Chensiyuan</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/1%20mikel%20merino%20arsenal%202025%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/1 mikel merino arsenal 2025 (cropped).jpg
Kai Havertz,Q27310755,"2019-06-11 Fußball, Männer, Länderspiel, Deutschland-Estland StP 2059 LR10 by Stepro.jpg","https://commons.wikimedia.org/wiki/File:2019-06-11 Fußball, Männer, Länderspiel, Deutschland-Estland StP 2059 LR10 by Stepro.jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2019-06-11%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20L%C3%A4nderspiel%2C%20Deutschland-Estland%20StP%202059%20LR10%20by%20Stepro.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2019-06-11 Fußball Männer Länderspiel Deutschland-Estland StP 2059 LR10 by Stepro.jpg
Cristhian Mosquera,Q110458872,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Riccardo Calafiori,Q97999586,Riccardo Calafiori.jpg,https://commons.wikimedia.org/wiki/File:Riccardo Calafiori.jpg,"<a href=""//commons.wikimedia.org/wiki/User:HartemLijn"" title=""User:HartemLijn"">Pietro Luca Cassarino</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Riccardo%20Calafiori.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Riccardo Calafiori.jpg
Tommy Setford,Q123512560,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Martín Zubimendi,Q63384759,1 Martín Zubimendi arsenal 2025 (cropped).jpg,https://commons.wikimedia.org/wiki/File:1 Martín Zubimendi arsenal 2025 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Chensiyuan"" title=""User:Chensiyuan"">Chensiyuan</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/1%20Mart%C3%ADn%20Zubimendi%20arsenal%202025%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/1 Martín Zubimendi arsenal 2025 (cropped).jpg
Ben White,Q27839155,Ben White 2018.jpg,https://commons.wikimedia.org/wiki/File:Ben White 2018.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/37972999@N07"">James Boyes</a> from UK",CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ben%20White%202018.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ben White 2018.jpg
Declan Rice,Q30007142,1 declan rice arsenal 2025 (cropped).jpg,https://commons.wikimedia.org/wiki/File:1 declan rice arsenal 2025 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Chensiyuan"" title=""User:Chensiyuan"">Chensiyuan</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/1%20declan%20rice%20arsenal%202025%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/1 declan rice arsenal 2025 (cropped).jpg
Piero Hincapié,Q101053044,"Piero Hincapié, 2022-07-31, Saisoneröffnung Bayer 04, Leverkusen (1).jpg","https://commons.wikimedia.org/wiki/File:Piero Hincapié, 2022-07-31, Saisoneröffnung Bayer 04, Leverkusen (1).jpg","<a href=""//commons.wikimedia.org/w/index.php?title=User:Pyaet&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Pyaet (page does not exist)"">Pyaet</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Piero%20Hincapi%C3%A9%2C%202022-07-31%2C%20Saisoner%C3%B6ffnung%20Bayer%2004%2C%20Leverkusen%20%281%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Piero Hincapié 2022-07-31 Saisoneröffnung Bayer 04 Leverkusen (1).jpg
Max Dowman,Q130442747,1 max dowman arsenal 2025.jpg,https://commons.wikimedia.org/wiki/File:1 max dowman arsenal 2025.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Chensiyuan"" title=""User:Chensiyuan"">Chensiyuan</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/1%20max%20dowman%20arsenal%202025.jpg?width=800,/Users/mzahariev/footballspinner/public/players/1 max dowman arsenal 2025.jpg
Gabriel Magalhães,Q116269059,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Andre Harriman-Annous,,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Martin Ødegaard,Q16902219,Norway Italy - June 2025 E 04.jpg,https://commons.wikimedia.org/wiki/File:Norway Italy - June 2025 E 04.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:MichaelEmilio&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:MichaelEmilio (page does not exist)"">MichaelEmilio</a>",CC BY 4.0 (https://creativecommons.org/licenses/by/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Norway%20Italy%20-%20June%202025%20E%2004.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Norway Italy - June 2025 E 04.jpg
Gabriel Jesus,Q19708656,20180610 FIFA Friendly Match Austria vs. Brazil Gabriel Jesus 850 1688.jpg,https://commons.wikimedia.org/wiki/File:20180610 FIFA Friendly Match Austria vs. Brazil Gabriel Jesus 850 1688.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Granada"" title=""User:Granada"">Granada</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/20180610%20FIFA%20Friendly%20Match%20Austria%20vs.%20Brazil%20Gabriel%20Jesus%20850%201688.jpg?width=800,/Users/mzahariev/footballspinner/public/players/20180610 FIFA Friendly Match Austria vs. Brazil Gabriel Jesus 850 1688.jpg
Ollie Watkins,Q16911979,"Manchester United v Aston Villa, 25 September 2021 (17) (cropped).jpg","https://commons.wikimedia.org/wiki/File:Manchester United v Aston Villa, 25 September 2021 (17) (cropped).jpg","<a href=""//commons.wikimedia.org/wiki/User:Ardfern"" title=""User:Ardfern"">Ardfern</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Manchester%20United%20v%20Aston%20Villa%2C%2025%20September%202021%20%2817%29%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Manchester United v Aston Villa 25 September 2021 (17) (cropped).jpg
Lucas Digne,Q72648,Lucas Digne Everton (cropped).jpg,https://commons.wikimedia.org/wiki/File:Lucas Digne Everton (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Espandero"" title=""User:Espandero"">Espandero</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Digne%20Everton%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lucas Digne Everton (cropped).jpg
Pau Torres,Q43384100,"Manchester United v Villarreal CF, 29 September 2021 (22) (cropped).jpg","https://commons.wikimedia.org/wiki/File:Manchester United v Villarreal CF, 29 September 2021 (22) (cropped).jpg","<a href=""//commons.wikimedia.org/wiki/User:Ardfern"" title=""User:Ardfern"">Ardfern</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Manchester%20United%20v%20Villarreal%20CF%2C%2029%20September%202021%20%2822%29%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Manchester United v Villarreal CF 29 September 2021 (22) (cropped).jpg
Andrés García,Q524187,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Donyell Malen,Q24084301,DONYELL MALEN – 2023.08.12.jpg,https://commons.wikimedia.org/wiki/File:DONYELL MALEN – 2023.08.12.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Sandro_Halank"" title=""User:Sandro Halank"">Sandro Halank, Wikimedia Commons</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/DONYELL%20MALEN%20%E2%80%93%202023.08.12.jpg?width=800,/Users/mzahariev/footballspinner/public/players/DONYELL MALEN  2023.08.12.jpg
Jadon Sancho,Q30148558,"Manchester United v Liverpool, 22 August 2022 (33) (cropped).jpg","https://commons.wikimedia.org/wiki/File:Manchester United v Liverpool, 22 August 2022 (33) (cropped).jpg","<a href=""//commons.wikimedia.org/wiki/User:Ardfern"" title=""User:Ardfern"">Ardfern</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Manchester%20United%20v%20Liverpool%2C%2022%20August%202022%20%2833%29%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Manchester United v Liverpool 22 August 2022 (33) (cropped).jpg
Matty Cash,Q23041943,Matty Cash.jpg,https://commons.wikimedia.org/wiki/File:Matty Cash.jpg,Nottingham Forest F.C.,CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Matty%20Cash.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Matty Cash.jpg
Ian Maatsen,Q69495231,Ian Maatsen Aston Villa.jpg,https://commons.wikimedia.org/wiki/File:Ian Maatsen Aston Villa.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Harold9595959"" title=""User:Harold9595959"">Harold9595959</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ian%20Maatsen%20Aston%20Villa.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ian Maatsen Aston Villa.jpg
Emiliano Martínez,Q3275904,"Emiliano Martínez vs Colombia, 1-2-2022.jpg","https://commons.wikimedia.org/wiki/File:Emiliano Martínez vs Colombia, 1-2-2022.jpg","<a href=""//commons.wikimedia.org/wiki/User:Jmmuguerza"" title=""User:Jmmuguerza"">jmmuguerza</a>",CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Emiliano%20Mart%C3%ADnez%20vs%20Colombia%2C%201-2-2022.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Emiliano Martínez vs Colombia 1-2-2022.jpg
Amadou Onana,Q99328435,RC Lens - Lille OSC (17-09-2021) 9 (cropped).jpg,https://commons.wikimedia.org/wiki/File:RC Lens - Lille OSC (17-09-2021) 9 (cropped).jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Supporterh%C3%A9ninois&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Supporterhéninois (page does not exist)"">Supporterhéninois</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/RC%20Lens%20-%20Lille%20OSC%20%2817-09-2021%29%209%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/RC Lens - Lille OSC (17-09-2021) 9 (cropped).jpg
Morgan M Rogers,Q86328610,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Evann Guessand,Q98593672,Guessand asse ogcn 2425.png,https://commons.wikimedia.org/wiki/File:Guessand asse ogcn 2425.png,"<a href=""//commons.wikimedia.org/wiki/User:Pat%C3%A9_kroute"" title=""User:Paté kroute"">Paté kroute</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Guessand%20asse%20ogcn%202425.png?width=800,/Users/mzahariev/footballspinner/public/players/Guessand asse ogcn 2425.png
Victor Lindelöf,Q4125587,UEFA EURO qualifiers Sweden vs Spain 20191015 Victor Nilsson Lindelöf 2 (cropped).jpg,https://commons.wikimedia.org/wiki/File:UEFA EURO qualifiers Sweden vs Spain 20191015 Victor Nilsson Lindelöf 2 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Rolandhino1"" title=""User:Rolandhino1"">Rolandhino1</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/UEFA%20EURO%20qualifiers%20Sweden%20vs%20Spain%2020191015%20Victor%20Nilsson%20Lindel%C3%B6f%202%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/UEFA EURO qualifiers Sweden vs Spain 20191015 Victor Nilsson Lindelöf 2 (cropped).jpg
Ezri Konsa,Q27063854,Ezri Konsa.jpg,https://commons.wikimedia.org/wiki/File:Ezri Konsa.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Ardfern"" title=""User:Ardfern"">Ardfern</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ezri%20Konsa.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ezri Konsa.jpg
Marco Bizot,Q218937,Marco-bizot-1379534362.jpg,https://commons.wikimedia.org/wiki/File:Marco-bizot-1379534362.jpg,Sam Sitepu,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Marco-bizot-1379534362.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Marco-bizot-1379534362.jpg
Travis Patterson,Q130360244,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
James Wright,Q3161056,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
John McGinn,Q10547335,John McGinn 2019.jpg,https://commons.wikimedia.org/wiki/File:John McGinn 2019.jpg,Анна Джалалян,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/John%20McGinn%202019.jpg?width=800,/Users/mzahariev/footballspinner/public/players/John McGinn 2019.jpg
Youri Tielemans,Q14327453,Youri Tielemans 2019.jpg,https://commons.wikimedia.org/wiki/File:Youri Tielemans 2019.jpg,Кирилл Венедиктов,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Youri%20Tielemans%202019.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Youri Tielemans 2019.jpg
Harvey Elliott,Q56752774,"2022-07-21 Fußball, Männer,Freundschaftsspiel, RB Leipzig - FC Liverpool 1DX 2224 by Stepro.jpg","https://commons.wikimedia.org/wiki/File:2022-07-21 Fußball, Männer,Freundschaftsspiel, RB Leipzig - FC Liverpool 1DX 2224 by Stepro.jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2022-07-21%20Fu%C3%9Fball%2C%20M%C3%A4nner%2CFreundschaftsspiel%2C%20RB%20Leipzig%20-%20FC%20Liverpool%201DX%202224%20by%20Stepro.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2022-07-21 Fußball MännerFreundschaftsspiel RB Leipzig - FC Liverpool 1DX 2224 by Stepro.jpg
Rhys Oakley,Q7321826,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Djordje Petrovic,Q89549519,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Ryan Christie,Q16236700,Ryan Christie (cropped).jpg,https://commons.wikimedia.org/wiki/File:Ryan Christie (cropped).jpg,Jim Easton,CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ryan%20Christie%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ryan Christie (cropped).jpg
Ben Doak,Q110739094,Ben Doak 2025.jpg,https://commons.wikimedia.org/wiki/File:Ben Doak 2025.jpg,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ben%20Doak%202025.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ben Doak 2025.jpg
Tyler Adams,Q19871581,"2021-11-06 Fußball, Männer, 1. Bundesliga, RB Leipzig - Borussia Dortmund 1DX 1527 by Stepro (cropped).jpg","https://commons.wikimedia.org/wiki/File:2021-11-06 Fußball, Männer, 1. Bundesliga, RB Leipzig - Borussia Dortmund 1DX 1527 by Stepro (cropped).jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2021-11-06%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%201.%20Bundesliga%2C%20RB%20Leipzig%20-%20Borussia%20Dortmund%201DX%201527%20by%20Stepro%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2021-11-06 Fußball Männer 1. Bundesliga RB Leipzig - Borussia Dortmund 1DX 1527 by Stepro (cropped).jpg
Bafodé Diakité,Q59528545,Bafodé Diakité asse losc 2425 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Bafodé Diakité asse losc 2425 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Pat%C3%A9_kroute"" title=""User:Paté kroute"">Paté kroute</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Bafod%C3%A9%20Diakit%C3%A9%20asse%20losc%202425%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Bafodé Diakité asse losc 2425 (cropped).jpg
Justin Kluivert,Q26934107,Justin Kluivert 2023.jpg,https://commons.wikimedia.org/wiki/File:Justin Kluivert 2023.jpg,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Justin%20Kluivert%202023.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Justin Kluivert 2023.jpg
Julián Araujo,Q57242266,Julian Araujo.jpg,https://commons.wikimedia.org/wiki/File:Julian Araujo.jpg,Jamie Smed,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Julian%20Araujo.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Julian Araujo.jpg
Álex Jiménez,Q104937918,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Amine Adli,Q66586702,Amine Adli.jpg,https://commons.wikimedia.org/wiki/File:Amine Adli.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Nebuno&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Nebuno (page does not exist)"">Nebuno</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Amine%20Adli.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Amine Adli.jpg
Antoine Semenyo,Q52990659,Antoine Semenyo 2023.jpg,https://commons.wikimedia.org/wiki/File:Antoine Semenyo 2023.jpg,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Semenyo%202023.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Antoine Semenyo 2023.jpg
Enes Ünal,Q14637461,Enes Ünal 2024.png,https://commons.wikimedia.org/wiki/File:Enes Ünal 2024.png,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Enes%20%C3%9Cnal%202024.png?width=800,/Users/mzahariev/footballspinner/public/players/Enes Ünal 2024.png
Adrien Truffert,Q98198106,Lens - Stade Rennais (20-08-2023) 14.jpg,https://commons.wikimedia.org/wiki/File:Lens - Stade Rennais (20-08-2023) 14.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Supporterh%C3%A9ninois&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Supporterhéninois (page does not exist)"">Supporterhéninois</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Lens%20-%20Stade%20Rennais%20%2820-08-2023%29%2014.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lens - Stade Rennais (20-08-2023) 14.jpg
Veljko Milosavljević,Q123150301,Veljko Milosavljević with AFC Bournemouth.png,https://commons.wikimedia.org/wiki/File:Veljko Milosavljević with AFC Bournemouth.png,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Veljko%20Milosavljevi%C4%87%20with%20AFC%20Bournemouth.png?width=800,/Users/mzahariev/footballspinner/public/players/Veljko Milosavljević with AFC Bournemouth.png
Marcos Senesi,Q23413053,Marcos Senesi 2022.jpg,https://commons.wikimedia.org/wiki/File:Marcos Senesi 2022.jpg,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Marcos%20Senesi%202022.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Marcos Senesi 2022.jpg
Remy Rees-Dottin,Q131740039,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Julio Soler,Q121142176,Escudo del Club Lanús.png,https://commons.wikimedia.org/wiki/File:Escudo del Club Lanús.png,Unknown,Public domain,club,https://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20del%20Club%20Lan%C3%BAs.png?width=400,/Users/mzahariev/footballspinner/public/players/Escudo del Club Lanús.png
Alex Scott,Q434354,Alex Scott BBC Sport 01 06 2019 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Alex Scott BBC Sport 01 06 2019 (cropped).jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/37972999@N07"">James Boyes</a> from UK",CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Alex%20Scott%20BBC%20Sport%2001%2006%202019%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Alex Scott BBC Sport 01 06 2019 (cropped).jpg
Evanilson,Q69975567,Evanilson 2024.jpg,https://commons.wikimedia.org/wiki/File:Evanilson 2024.jpg,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Evanilson%202024.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Evanilson 2024.jpg
